days_since_rain,air_temp,humidity,sunlight_intensity,soil_moisture,nutrient_level,pH,rainfall_last_24h,watering_duration_last,,needs_watering
2,28.163909330531425,64.92089090510801,477.34396734912275,89.40913985,5.992854348944725,7.293062452736159,3.3901443095245076,0.8308427715021602,,0
5,36.35346428902198,55.308399249239855,661.1784441209313,58.61932131740131,6.940803335172897,6.917338363079818,0,1.524996349442369,,0
4,25.909331275292477,62.14408250165287,614.8234616905441,70.62669039967751,5.774086397896432,7.150252946895933,8.182533868612037,0.058077284,,0
1,26.24110293150168,78.46552803631572,408.7161356251894,90,7.431735535021233,6.582810580859664,4.910614461847526,4.441786719,,0
7,22.70319550229878,45.882207776386124,614.0376402700616,49.84466927086142,7.225818471338236,6.606697919893405,6.493456353285223,0.5624059580268714,,1
5,20.75077815267604,53.16486080458339,589.8509681302171,60.81603432767712,7.1026978255899955,5.978257938158758,2.219891249458666,0.13469278311327906,,0
1,29.151679082721227,70.8620489,399.9980717801177,90,5.448411873272404,7.155843642212689,1.959964054927708,3.1813381593676526,,0
4,20.719580870455665,60.43071941523188,556.8237712692322,70.27888559,4.704189062662215,7.262097193945966,4.207542760765479,4.460813111441165,,0
0,25.357831186096963,74.63930494007197,461.87190673420696,90,5.2636948735646465,6.634046826395819,4.352638621015341,5.0432711388505975,,0
9,22.611712766174417,20.393247582526964,737.1349172456605,31.855614184406523,6.235489128800064,6.723814488080829,0,2.040747255281027,,1
5,27.39489912873196,57.18279902078834,597.8588309344212,71.84827093659706,6.6549440562388265,6.5738413658927115,7.409352776362487,0.6896291909991061,,0
8,26.66831052643474,44.519674205430974,722.9011367404198,39.682502910540634,3.3941143142874632,6.914796065443247,0,4.009401944094137,,1
0,30.187699721289498,68.18533782,442.4215441102642,90,5.990264158,7.137479763590972,0,3.6090505557256165,,0
10,22.449918005726264,24.95134647645031,687.6555333007698,32.790195202759215,6.189707070387821,6.2771684078356875,4.984498161871999,0.8481661177510003,,1
10,23.650625323533145,33.09577130502599,769.6649852617352,27.228222450077237,5.666946892421338,6.922831559192676,0,7.011770488264991,,1
9,20.106181421088465,45.28747735,770.5641846139737,42.01946541042367,7.549528606819054,6.716998468484256,0,0.33068857715946254,,1
2,22.77853369961944,70.10396853837705,540.0039478213431,84.84990386978922,6.506136089101045,6.834018317590006,0,12.169107648071044,,0
6,26.88650246522426,46.35998529385433,615.4048776246898,55.39941900894082,7.572230289697076,6.937698200502287,7.822824459790972,5.903653509669595,,0
3,28.78494308322676,64.08551779,426.1723646979063,78.37722971593713,5.740847375579722,6.743539268368154,0,3.493281869,,0
8,20.389173379111874,46.87438209574093,750.9855722983068,42.06285731499961,7.124972991,6.768923943978265,1.9753484421169496,8.378368816668706,,1
2,29.3480296,66.77017910437732,448.23188055871856,90,7.962079673433023,6.735837449733608,6.937860967621321,3.8437623081128667,,0
4,31.778189294024756,56.004039966748735,500.51666704548194,71.38816443220747,7.574032139127193,7.091094860536484,4.665150799009291,0.6338561531914624,,0
2,27.067174516118506,67.58628238908983,448.7827305143388,87.91742104480015,4.689430087885521,6.925627988038249,4.021037064023425,1.7510285194904815,,0
6,34.38397906279033,45.23335695870644,630.7737321172075,52.797432674963694,5.695588706949143,6.866175061321208,0,0.222564466,,0
4,21.131054004482134,60.61335157997398,529.7627667730893,70.01289879,5.585802353460244,6.418714483672315,0.9708254926981481,1.4812046299447503,,0
8,18.776726483442914,48.12339229,609.7216971450465,52.20366043033756,6.587105442091593,6.686426077036054,2.363401014127566,4.059774580294448,,0
6,16.106398755478608,51.615396365580146,684.8533098443567,52.05183061624676,6.823624266,7.069600748101752,0.2384777900390107,1.465448044718812,,0
1,32.480221557445915,73.73823248936856,503.7437520639361,89.13733913011353,4.993328791169116,6.811308971937176,5.210078379996303,1.2027501926355901,,0
3,28.27182828177029,63.54094365542228,552.5760995669752,76.94117670837635,6.0814062167003256,6.997859440876741,5.845230226445425,2.714240775050668,,0
8,24.722076645447725,32.18404595651671,663.1157164787592,41.314264693764066,3.5760872014126366,7.32995354,4.687508657400305,6.171972527528001,,1
1,26.399843131599102,79.41554889,429.9254233026241,90,7.730334006962268,7.111581820762645,0.9214619265619497,0.1462575511545351,,0
9,19.372554763508116,34.61081401493599,759.6739342385271,36.24156692210636,5.385150911187968,6.8279475013099225,7.989938164936863,1.4606947150751577,,1
8,37.228759898084135,39.097600432046875,749.9397194780955,43.21941585592932,6.067036727813396,6.646703248941281,4.102438033662391,0.5167836668009166,,1
9,25.646105909876137,50.965537839224304,793.4170244359041,42.78761704,5.6284203432143265,6.033935121,1.394857538992808,3.5658169656666905,,1
4,25.546973973024464,61.49376454182843,523.2913100610753,69.94135508889565,7.375233090016098,6.749484523258144,6.668609749229922,0.3352243599278992,,0
1,28.62883311949346,71.24104474952408,444.0997778,90,2.594992270323145,6.702196251254945,11.69622331599992,3.279153170293598,,0
3,27.405046158683568,62.86821201897229,542.8640202307621,80.44565278629688,5.980067589208909,6.917109858318613,0,1.011377007536534,,0
6,26.119420121395656,55.74222854598378,712.7911161073383,59.59709949789498,5.873017491002763,6.753828431907594,1.9242120725259388,0.6653714528817741,,0
7,21.04762772277344,45.56635205268882,715.2253269912362,44.651202656895244,5.455636334889981,6.703884482168961,0,8.263188421702742,,1
2,27.357341785679978,62.80861010841316,519.4528343687759,82.59429871,8.071471854762759,6.266180320847834,4.777954597944074,0.056094917,,0
0,34.41012248237517,84.59614467287602,404.19133139646806,90,4.935204649373075,6.518009651,6.096182725775423,1.727571582708264,,0
3,31.727100230774887,61.65927957230503,590.5229572601752,75.08882781729788,6.926155412682793,6.942995312240167,3.6825136536717213,0.06559285,,0
1,32.965933133196984,84.36648888108773,460.4881397979749,90,6.427503346,7.314772289339809,2.636399287,1.9825804736102186,,0
7,22.443921617844076,50.40024032857324,636.9456044913214,50.208049844882694,7.513823103042619,6.770742384876312,0,2.0857323996540655,,0
3,20.051975898707095,62.76339052170624,590.1684985062595,72.89733211701996,5.199373098266993,6.898343322072237,4.920601050235306,1.1643308553498832,,0
1,24.37106539950176,81.40508180867556,474.8951636269514,90,5.120437321051489,7.085743447085841,8.966303451745976,0.42524988398926167,,0
5,25.278624561443472,55.339277552637014,577.8477989435759,60.17187250711859,7.315283888972878,6.556731819139925,1.2269446327997038,1.4166784728249842,,0
5,30.470957592354743,59.263868375611096,576.0253516300378,64.52652171,6.510385569996132,6.910044212985633,4.320179787069435,3.346630914671864,,0
9,16.537676851425903,37.42366408647237,774.8287773,37.51392572962307,4.1460751839878895,6.577852968100352,0,4.575232507324923,,1
3,32.64775159730307,60.76821672504563,543.1592397633792,74.10965195404867,5.352833982644076,7.059447331547303,5.171639191077541,2.269862661725218,,0
5,24.209960507105052,51.78225083841269,609.8646132815603,61.709051975285355,6.463659184617673,6.845420914,1.8198531067660288,2.6735828545058875,,0
1,22.86559465,80.14980409,455.56543367214425,90,7.005317065855907,6.889535544194432,2.3127461481912563,0.6717429365396452,,0
9,19.93947812369916,33.326123339467294,844.9978687288191,33.245151524532034,5.184923216168454,6.565220420774423,0,1.016211799152587,,1
1,16.725716640671152,72.98175768379002,493.57715761174427,90,2.5028928122196707,7.012109707883235,3.419165254,0.5298378477451416,,0
9,29.115852919809573,30.224387103253235,769.5317795632512,31.98643461659364,6.627867823,7.425413876369305,2.5472999470776063,0.8602289406293339,,1
3,25.36658983594202,67.11799532796731,567.0655290383742,78.94541560584256,4.535615172067229,6.497626491371538,0,0.7642385108019828,,0
7,18.55019550129473,55.31262459621573,628.3738048,54.90263765347833,3.5791934422531066,6.6980722977057425,1.0086540052964412,2.198464416774594,,0
6,18.52460613968192,44.66233542872864,659.8963524973404,55.44146043,2.601208890019031,6.869482242250427,2.4755846660025567,2.4813303242689333,,0
8,23.32107650354936,40.12109728336379,810.4653174866555,38.24368331339192,6.9767770322372895,7.035921863598745,0,8.698399696046442,,1
7,33.34510762644696,52.061102777077146,669.0977052303813,52.20380303,6.15434094,6.632136114413159,7.5899956050250506,0.6528663939709348,,0
4,23.702043243181976,59.60179304377142,517.6183035690458,69.34229473278116,5.729212343145298,5.950090912957178,0.8395135598159751,3.0789505952008422,,0
1,17.48428523440947,77.26185898124866,407.39555557034697,90,7.666829235555314,7.207756848249208,2.591689259099528,5.099060703397487,,0
4,23.77128467957028,54.688032359265605,505.5183481328806,68.27665991,6.764789619627687,7.028151835875242,0.4650761505325063,2.4645884520916024,,0
7,23.636382151261646,47.141535486038244,640.7619045936149,48.291617706120874,7.939560051,6.277115740854001,7.5954402614143515,0.8831278899018102,,1
9,11.515566785292142,34.06427867497726,741.4745950704986,36.15745706144211,4.328717433399604,6.617729362466133,3.0587156857984446,0.913671905,,1
8,24.72852566741094,44.928649978399314,649.7216490410678,47.118029847700676,5.958539251255244,7.270454728858198,0,0.12013268202560567,,1
8,23.84532734895661,45.936930257823754,720.7809166974802,47.099965807050815,4.059943950062383,7.234338926,5.118694676579906,1.0934484379998064,,1
0,28.48103182406709,90,445.11385868933235,90,5.724741202,7.0815920068036835,5.602096082866635,4.094816221067439,,0
8,34.244780474726724,42.89816586606788,674.612191,46.14505916,5.701660975479987,6.747166269812041,2.5717602633345047,0.1460514446765483,,1
6,30.632825147738785,51.62898158291083,715.9641961820885,56.82505946452267,6.751936364715685,6.824896225643752,1.5665683737426415,0.74267485,,0
8,23.655556547225846,40.97192150788668,745.5396044263797,43.356901893858065,6.054676657370278,6.760722258462162,0,3.674899907,,1
7,19.467370456291647,43.23416853594656,731.5290292812028,44.87083548753611,6.748088565935898,7.138471934980651,3.2132982971638038,4.578760535773758,,1
0,37.86679902,81.69241921730845,367.1082723073931,90,6.844128159766673,6.537247278051467,3.364738310013229,1.8226616810956004,,0
7,25.29609217007244,43.52299294930485,722.7262613533308,48.819830227286005,8.585914413,6.558260103534739,7.650266888725314,3.5927233374327683,,1
7,25.06964645956473,45.84230488134807,625.4033049802343,51.59635820385603,5.621644013656651,7.103082376050804,0,1.4728345311934672,,0
10,24.879374564449982,36.587987678039795,844.5123750418254,23.040390844847906,4.870772759200345,6.7866915633465315,5.6084703185648355,0.5227503382337421,,1
2,25.990423803839274,64.96728717360179,488.59196698967656,83.81062473167086,6.295300338379691,7.213540206636142,3.866043453606598,1.5232385778689617,,0
0,24.278197940380288,85.69939280564523,427.6625609992392,90,5.037263967432548,6.5985463379058364,5.897257202063318,2.6022718562274894,,0
7,22.131689965598817,51.58557533669933,621.2202697187574,52.917504236846064,7.778352922123843,6.783566491898353,4.699473299888304,8.87261021,,0
2,22.26570529379804,69.40965736504461,435.24650788616975,84.52223642,5.660138353265721,6.523276104546814,2.309252114986691,0.21368559499798068,,0
2,24.836233648920008,59.390725504957025,509.8614109126692,81.58049355373693,5.321308358551212,6.802208804,6.792745154095909,2.124137410827214,,0
0,22.282876144331176,76.96089006452783,352.58259978878993,90,5.434421134618659,6.3564359189003605,0,1.1965997807518867,,0
10,21.435771086614178,36.484972732805545,823.1603146049562,33.47738515122278,6.862100908165969,6.653709973713511,0,2.129730864612567,,1
4,25.532151138459483,59.88565968850559,491.6431096769877,69.43136611736594,5.810703620122218,6.369123840521564,0.6278115779768036,0.07280261,,0
9,23.725113912895722,30.003488838525445,802.4087106333334,34.12327497413516,5.2299998158435415,7.008176969957377,0,1.1263736815434169,,1
6,32.51996494291345,47.476125393858915,578.3738342615745,59.41050131345072,7.998422301148237,7.0149768019278955,1.9551354857631462,5.142198547530929,,0
9,11.745150958034941,39.20310013252276,787.6149968839761,35.62635053566819,4.972596191,6.280921180854696,2.5572499045450843,2.421917081740233,,1
8,30.45753425961231,42.73366784,751.2815467,43.571082689698834,6.042679288839592,7.200165723650172,3.907979995497917,1.796689919467005,,1
6,31.230425962488145,48.805339504151526,605.1614090785213,60.45566597410004,6.782767381932277,7.549224537925956,3.3226302716012226,1.0086221163071762,,0
8,14.633048837959253,38.16587794092656,749.1013283542363,43.41025746582889,4.0423978674995125,6.8138019160209025,0,1.0616473517035545,,1
7,23.286562029598258,43.04120925478089,693.0221131666779,44.99676237069084,6.576312602,6.607665721932606,3.3070493134755012,1.449152,,1
1,23.142795670021044,70.38794907750749,413.0579071903631,90,4.733870789423461,7.647299177300914,4.972857084552552,5.415823946989922,,0
0,17.962441526410892,88.07687844734721,349.5722657961896,90,6.987339337000803,6.404309450509246,7.808168503808049,10.253188473808478,,0
6,21.110916562045624,48.38839765,541.8687154163711,59.31791989313273,4.844818785697228,6.80603194,4.9308101087945495,1.7322608057020843,,0
6,19.447120772670857,56.085792604127484,657.4825023649847,58.929432943706544,6.831322838218632,6.853886681789577,2.6914292417618864,1.499423819634931,,0
7,33.761352217118116,52.60658025961226,601.7598614318972,54.53910729449322,7.326999679553655,7.203544286135724,0,5.623156661331269,,0
4,29.678391965737305,64.99155449,564.7672099720654,76.62872798845515,7.0337238307593655,6.907921692538037,1.4411495325037573,1.6701130242764872,,0
2,31.357775474970794,67.84189843640976,466.8275891958875,84.88077781913965,6.301579977885723,6.650409831263464,2.550631921,2.4090078316493844,,0
7,28.608360320216175,47.018650451683044,713.9571387719097,46.03010763236642,5.722438868,6.514644688883613,1.2542009982512325,0.7877653607230763,,1
5,19.354741143913856,54.87902196804542,584.8977250255068,63.22408746854378,5.308296508398187,6.697453453926159,3.8041512827692596,4.081909501495339,,0
10,22.37739866860113,25.48149069634936,783.5276106826454,27.22285210849181,7.765241628980524,6.497921791716457,3.145523170384175,2.2777860672484262,,1
2,27.44687280613959,71.62179640860802,516.5935352144148,88.83855685990191,5.160605735798828,6.814347595935405,4.046643920953867,4.966988275827009,,0
0,18.889360955540273,74.10480104420098,416.75290145420587,90,4.755520711716005,6.630741146041854,5.048374363701417,4.552391647300795,,0
2,28.56499215086194,75.93839694230782,495.80779785913893,84.94951900490783,6.798442722039396,6.351788662013075,4.629918915000012,0.7262329063425377,,0
4,23.798373009209325,57.67691351350803,583.4633794904263,77.02243377072709,5.044635836176205,7.176543736512471,1.852284061,3.7724957724829125,,0
2,23.125895962252013,71.00579828,403.2213938396447,89.10000342949029,4.8599238030406475,6.650698242971288,1.4238232270711322,4.829129967601453,,0
0,28.554799841017456,81.41643935773071,437.8394339993491,90,4.267674885396282,6.419558958507406,0,1.2744357531062502,,0
4,27.22131656,58.705475131479616,590.6234397006801,69.30834356083975,5.420508192647379,6.749522259653737,1.3145519257693827,0.568434117,,0
9,23.19516917,37.933469007376374,709.1658435711752,39.498490029931645,5.900741971324208,6.820511469790297,2.819436359803361,0.007906877,,1
6,30.79664901682124,47.62548171688738,627.7959763,58.734718910821464,6.291710073192839,6.276059982,0.4912656858812974,1.7984440727805115,,0
6,19.594683362000513,54.35648648728622,638.0346356186185,62.256139661618704,7.141567493,6.899494300137729,1.8865788877221805,1.3035978038678508,,0
10,28.07967803472132,23.270101598766257,793.2751607799133,28.681890732243776,6.6322775083989525,6.485852729392921,2.399293862236951,2.4284351901708687,,1
8,27.96550628984192,40.63189789773206,736.6929983284267,44.768560209458954,5.770953336536184,7.313308642757236,3.362068489268006,0.6249166402123614,,1
9,23.452267803430047,44.694644995291426,831.5683390915592,35.98554763178747,5.762165188344336,6.9571881536230205,0,5.891180280379674,,1
9,26.63066511121059,29.998343376972127,814.0883363836415,29.861449133411426,6.612188963,6.680030002967205,4.391178069360924,0.8942285764315134,,1
2,18.744432118073483,66.61127514737575,414.3890403284297,87.21066138007001,7.527084195514283,6.576449668904795,7.582050268066456,0.7702158144599224,,0
6,29.620135096034506,52.569539248294575,671.1034995153025,59.69409493088197,6.151577039,6.768509687730913,0,1.9659017899103273,,0
0,24.075489317785056,80.89790890969799,466.4466659767705,90,5.437042974947509,6.983837222474987,2.528489391076538,2.0725555929104384,,0
3,22.386384897404803,66.7531505,539.3404260344602,81.71656331465647,4.8085607986973455,6.792351761,7.373272049438574,0.7265404163844528,,0
3,30.245046129184445,67.44593565073832,574.5490212592983,82.09975386,4.265753683,6.7348523578589425,3.3594394362340974,0.9517888189210364,,0
4,21.478281547286205,63.17360734280885,660.6135222850382,66.70207451135214,6.799523606452228,6.817511087245369,0,0.5579235230657652,,0
6,17.957693518182204,55.54849920978111,691.1854773053491,54.973073253363125,6.693574228367469,6.6188423206289135,0,3.8024441369020634,,0
6,17.216854132380483,52.04909328464257,652.4654297820864,56.824549243678426,6.692836230127994,6.697038221947088,1.851891124482556,4.410189412222799,,0
10,28.030049756728197,28.793711726907286,852.2544237042376,26.872689984203376,5.845608664377533,6.174262268328499,0,1.8615224861382065,,1
3,18.597853237518585,68.36286850601365,527.2443916548445,77.95411461145898,7.688321695070101,7.092117869,2.5597286880906758,3.7562033687573715,,0
6,33.77397090992182,59.49940967447608,641.1951521642478,64.62051734146443,5.419057806498219,6.889639334096528,2.6971886410507357,3.9946844348011106,,0
10,14.59035296058139,29.33683126808713,782.4292882143134,29.534054445360805,7.146323084648646,6.5679632467899705,5.386763812104187,0.4464590912721801,,1
2,33.48228184145019,65.12735347664679,558.1706679416054,81.42416249713278,5.953508526012548,7.369620494406571,3.328638251316633,10.15993360477978,,0
5,26.05508733601309,60.53540334643486,559.0785667028999,63.13407576588136,5.269979082384795,6.8261049441177155,6.217625398718276,5.161643893407202,,0
1,24.516434440648037,74.39809418023201,516.6183862339058,86.31323863579311,6.711036368781314,6.489156928407441,8.886280486110312,0.6862909229067107,,0
9,22.275404565955252,24.13665226992982,784.9932061870186,30.94789247320679,6.491563342420792,7.057021226441138,5.702929008056229,0.6179930404567933,,1
8,26.995680571760353,44.23710838575211,650.0346913,39.79601573803925,6.4283673111203115,6.919414464952778,2.654263780156705,0.4028618195350716,,1
4,24.81182648787576,57.32335907023039,578.3824646,72.61578191753723,6.097534106467439,6.918373995645266,0,0.4468178173885604,,0
5,30.516509410082605,54.54733359,494.9986746174188,66.49451166375215,5.954528301939803,6.672273318604523,4.382474596211596,4.136905371950869,,0
3,25.571138243310198,66.65990165284508,551.2754008415518,87.85497754467568,8.866046391444526,6.935148717,6.945199663440623,1.9026784192392814,,0
10,25.75150880730939,30.952498398895333,844.2615741494495,33.97690088692298,7.421107974235407,6.721472512933672,0.7567986836937486,4.582663860042708,,1
9,23.18193893893072,38.547259085695195,730.3822022173973,36.96309036001362,6.867392273982615,6.966782435493752,6.633751610225746,4.114275110675354,,1
6,24.715271881394663,47.82256814715078,646.1773847977792,55.42469471,6.134158989844066,6.228516663796809,5.179500684402373,2.783668566873569,,0
8,26.539008844460295,42.565528990880416,817.7078716875143,43.48171998773282,7.208588640716003,6.669837961106243,3.5048201314583527,3.4785915361524227,,1
6,16.449158036716874,48.702266612080415,614.7126647869031,62.14904453097919,6.621593731669742,7.316646529342458,5.859142133617514,0.055578843,,0
0,18.259072889471433,83.69405240443751,347.0546206,90,6.031445703328843,6.569879763,6.000109553782634,1.1209299164379514,,0
0,28.716320470113576,83.07683742006526,474.08317012312995,90,5.635722809680902,6.618848510752044,0,3.046859911,,0
8,25.854327190639708,35.32280648977702,818.1293595265397,35.719137393451476,5.902899194804774,6.6656115984650075,0.302583146,0.028166674532526075,,1
10,24.080083318236603,35.42991058087516,800.1847835923924,31.914633474099887,2.1954891169463333,6.435558159233407,4.591504081743561,0.1005988220160728,,1
8,25.092169665326967,37.32018277442976,770.5731517704178,41.30149932818217,6.252721007,6.137515767131524,0,5.729359248910491,,1
3,26.737908526808354,69.04028899140573,587.0737957765441,81.21321608821752,5.413828703867568,6.730824080442916,3.129582484289182,3.4562752341932885,,0
8,22.301201598453193,41.83643657,682.8757883730808,40.64920839051433,7.911203997939461,6.840757827224497,0,0.9251638337833908,,1
2,21.108476372988438,79.19091838397561,455.7347082316066,83.05589451773542,6.023212884974106,6.784248479438404,9.551767785605307,3.4938989882433953,,0
6,25.979226275488408,48.88267008814074,701.5437256577368,57.080798851430636,4.573243896558045,6.7565364314156335,7.644477372254046,4.717245413060169,,0
5,20.10813611192484,53.25341601940901,684.2507139354254,58.289256170805146,5.940143815046259,6.812912261255116,0.348393315,1.0992854222233062,,0
7,27.041263778572358,44.90290197056134,708.1440430087177,42.6613759,4.744654697924995,7.106852441465229,2.641894001167252,0.11010827538810859,,1
10,16.48708198,28.484101085828623,756.0092823248973,29.14855320246268,6.568088899,6.742866144221235,0,8.099314305495882,,1
8,30.14577818662822,43.99970950971025,819.3530556,43.39881920099097,6.349136837207382,6.627775226873819,3.644833917094134,1.2701839299882445,,1
4,27.362987412065216,51.91844695781706,533.4514551094018,68.39766373348095,7.149407557329921,6.715662354533574,4.929049231726987,0.33776560249596543,,0
0,26.28014867156938,74.73158790426822,383.2431109414274,90,5.050941849966522,6.973804027927033,7.435116714839797,2.030976366,,0
2,29.91345491972757,64.66098539210404,497.1168917244811,82.47280070866947,6.0408097154737765,7.223608063562975,5.195755343123662,4.389108910586868,,0
9,33.32737222231288,39.751537959867875,837.7080210357387,33.65762626567265,4.361973845488038,6.611556878249246,10.206218619165405,0.7517266032298459,,1
7,30.07185032509065,53.553066862909624,722.6987988276112,47.696121444515015,6.841793738309657,6.8296801361086645,0,0.9420372817771239,,1
10,15.795628843341774,29.477753907312643,820.7432750180956,25.024761281410896,6.6226454165281465,6.901507232580788,0,0.8340467785073674,,1
5,18.602115166321493,54.155891384049944,623.1644265059053,64.53126347348426,6.594966025233085,6.502226597981353,1.8207293978956156,14.364775129115628,,0
7,21.875907111521606,45.35026081556591,682.1757334321733,50.63986794739067,6.001942837628329,6.806125150163875,0,0.6597104196125296,,0
8,25.13045525105417,45.80939151304095,747.9069757259253,44.39072675133908,6.497727468946549,6.3602978427973715,0,2.5706726991802578,,1
3,27.588295102345615,60.36323432904713,393.5219961152849,77.35418840260016,7.925206929970315,6.269284908878181,0.7960560374060988,7.781405882720737,,0
0,21.371280934232672,81.19184491367392,385.1696270465101,90,5.657886891549583,6.910023922367677,2.233433283705118,0.47662344938841794,,0
0,25.93383382238539,84.87598814891214,412.06609674583905,90,6.166374220452101,6.684837577600765,2.1361456941498194,10.606333157218483,,0
9,21.22308533823339,37.50547084969923,702.4492958190247,38.46413945696512,4.696648440982308,6.860684122286366,2.9546568513362343,8.839525718446763,,1
3,21.942410985040258,65.94790808299372,539.3161659,82.48625137992086,4.958086846082002,6.7946315068974945,2.2814328167439912,6.477324624,,0
6,17.96669451575889,55.005230462835705,629.7764389506939,54.68640262048716,6.117375951711969,6.5070799854008605,2.061456275382559,0.7245203392137578,,0
1,20.38383376944548,61.48383853500381,527.7737849157745,83.00253884657502,7.324720256042289,6.786423709410699,7.282698323502804,3.0158171494663577,,0
2,18.24157697191833,73.38937659765453,558.6509862607428,85.58354138736992,5.692463010898113,6.430069608495543,1.9010324256557212,4.292513226267334,,0
0,20.120633735113337,76.72962158436287,376.70972154409185,90,5.716900164825451,7.217291707,4.206362303885833,12.812084438838294,,0
4,30.268208983039198,50.846835515717714,552.4581144216652,66.42031692473668,5.511737706594751,6.393208896542011,4.497279958278747,0.5969037856105133,,0
0,20.253005555840286,82.556013,396.3026217195804,90,5.358291994986812,6.7412644187094255,0,4.357634554369508,,0
7,38.161910324186955,51.86829272581479,657.4170261920189,47.11803687731711,6.3539657468505855,6.4873185235858255,0,1.241102047309742,,1
0,27.466589504404446,79.31275742686154,409.7512492014063,90,4.2032908257856265,6.9711263520082385,6.0383519863931685,0.5793945999150434,,0
10,25.92418061847437,34.76437273601469,762.0858965556205,37.16940032,7.537127492000073,6.700570588615549,2.4760428417006954,1.6413121035304026,,1
0,20.708211099093933,88.06139128994323,343.46923325312366,90,5.201493242244648,6.644399984113637,11.192660404557232,4.737248652889983,,0
1,28.501549397044958,81.57457226792023,471.13556119501345,90,6.866284183,7.055960463515466,5.074284627600429,1.875623492239046,,0
1,22.12181086881113,83.19982264685697,471.4764792110905,90,4.476001683127349,6.808829177503266,7.059219151774284,2.313476008985967,,0
5,25.610049073226808,58.71063745535946,559.7842120170004,66.65745260978797,6.802608156655462,6.954993334,2.4135820692420786,15.99215611859632,,0
6,37.800422691343975,50.377168194507966,684.7677715,53.16879101,6.806333529377397,6.505602219044761,3.4916816647552587,1.528026671430943,,0
4,24.51970050137675,51.99017094051416,528.4211135417335,71.41327471698679,6.4610424864070755,6.378554916821748,8.401770525248601,2.8666602244556985,,0
0,30.74636663142838,78.76968755935026,412.65826190189904,90,4.8066857738402495,6.832162389,0,1.363544770584827,,0
0,21.48411787437056,75.78376702341905,441.0172006306228,90,6.299457827517692,6.704346093351581,6.240848772715042,1.4966202421920534,,0
2,24.82505754751519,80.85471358748907,478.3193717648144,87.06620620021646,4.580332578318734,6.987930401736183,10.606760190232098,3.5686396295525995,,0
1,33.85400317817755,74.12057093783832,462.7370456070567,90,5.696684093884578,6.776027464201235,5.446102657628027,8.336398761935357,,0
4,21.865164711061162,60.61602403392243,534.1785178056214,74.21516231539967,7.235295721146391,6.861522601770389,8.351718889698544,2.3450104105438347,,0
9,34.062242789984644,37.75742688020234,750.1766708285951,34.93890811512117,6.9560423124848905,6.312985241017627,0,4.388229679,,1
5,28.538759677277376,55.21801223186227,589.7070284559829,67.40146860011123,6.018219531,7.366531081884276,2.9038575175088597,0.28031743793687847,,0
6,22.18766612052866,58.47525520215376,602.6710826729881,59.81725708551624,4.830232109,6.750727404,2.700574107165762,0.7115678373805104,,0
3,28.162038695277605,61.88675319132774,511.1612918442109,75.07385204367166,6.774705254609032,7.009276091,0,2.0922587282912875,,0
6,29.86277224813365,50.97303727618621,562.5690850568127,57.233033006329244,6.023257485237631,6.549172498934112,0,0.060644011,,0
